COD_ESTRUTURADO,NOME_UNIDADE,NOME_CENTRO,SIGLA_CENTRO,TIPO_UNIDADE,SITUACAO
01.84.01.02.0.0,Seção de Movimentação,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.84.03.01.0.0,Seção de Processamento Técnico e Pesquisas,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.31.02.02.0.0,Seção de Programação,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.12.01.01.3.0,Seção de Recebimentos e Pagamentos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.31.01.01.0.0,Seção de Rede,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.84.01.01.0.0,Seção de Registro e Controle,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.18.02.01.0.0,"Seção de Registro, Tombamento e Baixa",Reitoria,REITORIA,Subunidade Administrativa,Formal
01.18.01.01.0.0,Seção Elaboração Atos Convocatórios e Contratos-DEMAPA,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.12.01.01.2.0,Seção Financeira,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.03.01.0.0,Setor Administrativo - COPA,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.10.00.04.0.0,Setor de Apoio Administrativo - PROPLAN,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.02.03.0.0,Setor de Hidráulica e Saneamento,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.18.00.04.0.0,Setor de Importações,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.03.05.0.0,Setor de Planejamento Urbano,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.14.03.0.0,"Subdivisão de Ações Afirmativas, Sociais, Étnico-Raciais e Indígenas",Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.14.02.0.0,Subdivisão de Apoio à Aprendizagem,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.18.03.01.0.0,"Seção Administrativa, Processamento e Arquivo-DEMAPA",Reitoria,REITORIA,Subunidade Administrativa,Formal
01.18.03.02.0.0,"Seção Controle Estoque, Recepção e Expedição-DEMAPA",Reitoria,REITORIA,Subunidade Administrativa,Formal
01.31.02.01.0.0,Seção de Análise,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.12.01.02.1.0,Seção de Análise e Execução Orçamentária,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.06.00.03.0.0,Seção de Bolsas,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.35.04.00.0.0,Seção de Contabilidade - RU,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.12.01.02.3.0,Seção de Convênios,Reitoria,REITORIA,Subunidade Administrativa,Formal
33.05.03.00.0.0,Setor de Tecnologia da Informação/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
33.05.04.00.0.0,Subdivisão de Assistência à Saúde/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
32.00.00.00.0.0,Campus da Universidade Federal de Santa Maria em Palmeira das Missões,Campus da UFSM em Palmeira Das Missões,PM,Unidade de Ensino,Formal
04.33.00.00.0.0,Departamento de Enfermagem,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
04.34.00.00.0.0,Departamento de Estomatologia,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
05.10.13.00.1.0,Secretaria Esp. Grad.Formação Profes. Educ. Profissional,Centro de Educação,CE,Subunidade Acadêmica,Formal
01.07.07.01.0.0,Subdivisão de Geoparque,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.05.03.0.0,Subdivisão de Perícia Oficial em Saúde,Reitoria,REITORIA,Subunidade Administrativa,Formal
29.03.00.00.0.0,Departamento de Administração - UEIIA,Unidade de Educação Infantil Ipê Amarelo,UEIIA,Subunidade Administrativa,Formal
33.06.00.00.0.0,Coordenadoria Acadêmica/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
33.05.00.00.0.0,Coordenadoria Administrativa/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
33.34.00.00.0.0,Divisão de Divulgação Institucional/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
33.35.00.00.0.0,Divisão de Projetos/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
33.05.01.00.0.0,Núcleo de Gestão Orçamentária/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
33.05.02.00.0.0,Núcleo de Infraestrutura e Patrimônio/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
33.37.00.00.0.0,Secretaria Administrativa/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
33.06.02.00.0.0,Secretaria Integrada de Cursos de Pós-Graduação/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
33.05.05.00.0.0,Secretaria Unificada de Departamentos/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
01.12.01.01.1.0,Protocolo e Arquivo - DCF,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.12.01.02.2.0,Seção de Contabilidade,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.14.01.0.0,Subdivisão de Acessibilidade,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.03.02.00.0.0,Subdivisão de Análise Preliminar e de Medidas Alternativas,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.12.02.0.0,Subdivisão de Registro de Documentos,Reitoria,REITORIA,Subunidade Administrativa,Formal
26.03.09.00.0.0,Setor de Transporte,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
08.06.03.00.0.0,Secretaria Integrada de Cursos de Pós-Graduação do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
08.17.00.00.0.0,Subdivisão de Apoio As Atividades Acadêmico-Científicas do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
02.11.00.00.0.0,Setor de Apoio Pedagógico do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
03.05.02.00.0.0,Secretaria Integrada dos Cursos de Graduação Sig-Afa/CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
03.05.04.00.0.0,Secretaria Integrada dos Departamentos do CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
03.08.00.00.0.0,Setor de Apoio Pedagógico do CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
03.05.05.00.0.0,Subdivisão de Comunicação do CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
09.24.00.00.0.0,Subdivisão de Projetos do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
09.07.02.00.0.0,Subdivisão de Tecnologia da Informação do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
07.81.00.00.0.0,Laboratório de Engenharia e Processos Químicos,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
01.06.01.00.0.0,Coordenadoria de Apoio Organizações Comunitárias,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.26.01.00.0.0,Coordenadoria de Concessões e Registros,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.84.02.00.0.0,Divisão de Apoio Técnico Aos Arquivos Setoriais,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.06.02.0.0,Divisão de Museus,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.12.01.0.0,Núcleo de Matrículas e Fiscalização de Documentos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.75.00.03.0.0,Núcleo Rádio Universidade,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.06.02.1.0,Planetário,Reitoria,REITORIA,Subunidade Administrativa,Formal
33.06.01.00.0.0,Secretaria Unificada de Cursos de Graduação/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
04.00.00.00.0.0,Centro de Ciências da Saúde,Centro de Ciências da Saúde,CCS,Unidade de Ensino,Formal
04.75.00.00.0.0,Departamento de Saúde Coletiva,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
03.05.03.00.0.0,Secretaria Integrada dos Cursos de Pós-Graduação do CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
29.03.02.00.0.0,Setor de Nutrição - UEIIA,Unidade de Educação Infantil Ipê Amarelo,UEIIA,Subunidade Administrativa,Formal
04.42.00.00.0.0,Departamento de Odontologia Restauradora,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
06.15.01.00.0.0,Subdivisão de Patrimônio do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
01.09.23.00.0.0,Biotério Central,Reitoria,REITORIA,Subunidade Administrativa,Formal
02.30.00.00.0.0,Departamento de Biologia,Centro de Ciências Naturais e Exatas,CCNE,Departamento Didático,Formal
32.03.00.00.0.0,Vice-Direção do Campus de Palmeira das Missões,Campus da UFSM em Palmeira Das Missões,PM,Direção de Unidade de Ensino,Formal
01.35.00.00.0.0,Restaurante Universitario,Reitoria,REITORIA,Órgão Suplementar Central,Formal
02.08.00.00.0.0,Núcleo de Gestão Orçamentária do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.06.01.00.0.0,Secretaria Integrada dos Cursos de Graduação das Ciências Naturais,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.06.03.00.0.0,Secretaria Integrada dos Cursos de Pós-Graduação do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.06.03.01.0.0,Subdivisão de Gestão de Relatórios Institucionais,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.12.00.00.0.0,Subdivisão de Projetos do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
06.14.01.00.0.0,Secretaria Integrada dos Cursos de Graduação do CCSH I,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.17.00.00.0.0,Setor de Apoio Pedagógico do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
07.06.04.00.0.0,Secretaria Integrada dos Cursos de Pós-Graduação do CT,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.93.00.00.0.0,Subdivisão de Comunicação do CT,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
01.07.06.02.2.0,Museu Gama D'Eça,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.06.00.04.0.0,Núcleo de Atenção ao Estudante,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.06.01.0.0,Núcleo de Gestão Artística e Cultural,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.84.02.01.0.0,Seção de Gestão dos Arquivos Setoriais,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.11.02.0.0,Subdivisão de Educação a Distância,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.11.01.0.0,Subdivisão de Tecnologias Educacionais em Rede,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.10.04.01.0.0,Unidade de Comunicação Integrada,Reitoria,REITORIA,Subunidade Administrativa,Formal
02.15.00.00.0.0,Jardim Botânico,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.11.01.00.0.0,Subdivisão de Gestão de Estágios do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
03.12.00.00.0.0,Biblioteca Setorial do CCR,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
06.15.00.00.0.0,Núcleo de Infraestrutura do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
05.11.00.00.0.0,Núcleo de Infraestrutura do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
07.80.00.00.0.0,Laboratório de Ciências da Computação,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.06.05.00.0.0,Secretaria Integrada de Departamentos do CT,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.06.04.03.0.0,Subdivisão de Pós-Graduação do CT III,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.06.04.04.0.0,Subdivisão de Pós-Graduação do CT Iv,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.94.00.00.0.0,Subdivisão de Tecnologia da Informação do CT,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
01.11.02.00.0.0,Coordenadoria de Manutenção,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.01.00.0.0,Coordenadoria de Serviços Gerais,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.11.00.0.0,Coordenadoria de Tecnologia Educacional,Reitoria,REITORIA,Subunidade Administrativa,Formal
26.03.00.00.0.0,Departamento de Administração,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
04.35.00.00.0.0,Departamento de Farmácia Industrial,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
04.21.00.00.0.0,Farmácia Escola,Centro de Ciências da Saúde,CCS,Órgão Suplementar Setorial,Formal
01.08.15.00.0.0,Biblioteca Central,Reitoria,REITORIA,Órgãos de Apoio,Formal
26.04.00.10.0.0,Núcleo de Acompanhamento de Egressos,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
03.37.00.00.0.0,Departamento de Medicina Veterinária Preventiva,Centro de Ciências Rurais,CCR,Departamento Didático,Formal
26.04.00.00.0.0,Departamento de Ensino,Colégio Politécnico,POLI,Departamento Didático,Formal
08.07.00.00.0.0,Núcleo de Infraestrutura do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
03.68.00.00.0.0,Hospital Veterinário Universitário,Centro de Ciências Rurais,CCR,Subunidade Administrativa,Formal
06.20.00.00.0.0,Biblioteca Setorial do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
07.83.00.00.0.0,Laboratório de Tecnologia Mecânica e Aeroespacial,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.06.01.00.0.0,Secretaria Integrada dos Cursos de Graduação do CT I,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
01.09.26.00.0.0,Coordenadoria de Ações e Programas Estratégicos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.84.03.00.0.0,Divisão de Arquivo Permanente,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.15.01.0.0,Núcleo de Aquisição,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.15.01.1.0,Subdivisão de Processos Técnicos,Reitoria,REITORIA,Subunidade Administrativa,Formal
03.36.00.00.0.0,Departamento de Fitotecnia,Centro de Ciências Rurais,CCR,Departamento Didático,Formal
01.08.00.03.0.0,Núcleo de Apoio Administrativo-Orçamentário,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.00.04.0.0,Núcleo de Avaliação Externa e Regulação,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.01.01.0.0,"Núcleo de Estratégia, Controle e Projetos Acadêmicos",Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.10.01.0.0,Núcleo de Formação Inicial e Continuada,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.10.02.0.0,Núcleo de Projetos Pedagógicos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.09.01.03.0.0,Núcleo de Seleção e Bolsas da Pós-Graduação,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.01.01.0.0,Setor Administrativo - CSG,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.15.02.0.0,Setor de Referência,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.15.02.2.0,Subdivisão de Serviços à Pesquisa e Produção Institucional Científica,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.06.00.00.0.0,Pró-Reitoria de Assuntos Estudantis,Reitoria,REITORIA,Órgão de Direção e Assessoria,Formal
07.06.04.02.0.0,Subdivisão de Pós-Graduação do CT II,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
01.01.06.00.0.0,Assessor - GR,Reitoria,REITORIA,Assistente/Assessor,Formal
03.40.00.00.0.0,Departamento de Zootecnia,Centro de Ciências Rurais,CCR,Departamento Didático,Formal
04.40.00.00.0.0,Departamento de Morfologia,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
04.72.00.00.0.0,Departamento de Terapia Ocupacional,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
09.06.01.00.0.0,Secretaria Integrada dos Cursos de Graduação do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
03.39.00.00.0.0,Departamento de Tecnologia e Ciência Alimentos,Centro de Ciências Rurais,CCR,Departamento Didático,Formal
04.61.00.00.0.0,Departamento de Fonoaudiologia,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
02.06.04.00.0.0,Secretaria Integrada de Departamentos do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
01.08.15.02.1.0,Subdivisão de Periódicos,Reitoria,REITORIA,Subunidade Administrativa,Formal
02.71.00.00.0.0,Departamento de Bioquímica e Biologia Molecular,Centro de Ciências Naturais e Exatas,CCNE,Departamento Didático,Formal
02.33.00.00.0.0,Departamento de Geociências,Centro de Ciências Naturais e Exatas,CCNE,Departamento Didático,Formal
08.07.01.00.0.0,Subdivisão de Patrimônio do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
02.06.00.00.0.0,Secretaria Administrativa do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
25.00.00.00.0.0,Colégio Técnico Industrial de Santa Maria,Colégio Técnico Industrial de Santa Maria,CTISM,Unidade de Ensino,Formal
06.41.00.00.0.0,Departamento de Psicologia,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
01.07.08.03.1.0,Casa Verônica,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.08.01.0.0,Complexo Multicultural Antiga REITORIA,Reitoria,REITORIA,Subunidade Administrativa,Formal
02.14.00.00.0.0,Centro de Apoio à Pesquisa Paleontológica,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.06.06.00.0.0,Subdivisão de Acompanhamento e Apoio à Gestão de Pessoas,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
07.84.00.00.0.0,Laboratório de Elétrica e Eletrônica,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
01.24.01.00.0.0,Núcleo de Apoio Jurídico,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.04.03.0.0,Subdivisão de Divulgação e Editoração,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.06.00.01.0.0,Assistente - PRAE,Reitoria,REITORIA,Assistente/Assessor,Formal
08.07.02.00.0.0,Subdivisão de Tecnologia da Informação do CAL,Centro de Artes e Letras,CAL,Subunidade Administrativa,Formal
06.14.04.00.0.0,Secretaria Integrada dos Cursos de Pós-Graduação do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
07.85.00.00.0.0,Laboratório de Materiais e Construção Civil,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
01.08.01.02.0.0,Núcleo de Ingresso e Seleção Acadêmicos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.08.00.0.0,Coordenadoria de Cidadania,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.07.00.0.0,Coordenadoria de Desenvolvimento Regional,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.07.02.1.0,Secretaria Executiva do Espaço Multidisciplinar Silveira Martins,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.04.02.0.0,Subdivisão de Inserção da Extensão Nos Cursos,Reitoria,REITORIA,Subunidade Administrativa,Formal
06.14.04.01.0.0,Subdivisão de Avaliação e Divulgação das Pós-Graduações do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
07.91.00.00.0.0,Instituto de Energia e Mobilidade,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
01.24.02.00.0.0,Subdivisão de Protocolo,Reitoria,REITORIA,Subunidade Administrativa,Formal
08.58.00.00.0.0,Departamento de Desenho Industrial,Centro de Artes e Letras,CAL,Departamento Didático,Formal
04.39.00.00.0.0,Departamento de Microbiologia e Parasitologia,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
02.32.00.00.0.0,Departamento de Física,Centro de Ciências Naturais e Exatas,CCNE,Departamento Didático,Formal
04.17.00.00.0.0,Clínica de Odontologia,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.08.00.00.0.0,Núcleo de Gestão Orçamentária do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.11.00.00.0.0,Núcleo de Infraestrutura do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.06.00.00.0.0,Secretaria Administrativa do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.06.01.00.0.0,Secretaria Integrada de Cursos de Graduação I do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.06.02.00.0.0,Secretaria Integrada de Cursos de Graduação II do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.06.03.00.0.0,Secretaria Integrada de Cursos de Pós-Graduação do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.06.04.00.0.0,Secretaria Integrada de Departamentos do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.12.00.00.0.0,Setor de Apoio Pedagógico do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.07.00.00.0.0,Subdivisão de Comunicação do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.11.01.00.0.0,Subdivisão de Patrimônio do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.14.00.00.0.0,Subdivisão de Projetos do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
01.04.02.10.0.0,Núcleo Integrado de Mobilidade e Internacionalização,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.04.01.00.0.0,Setor de Acompanhamento Administrativo e Orçamentário,Reitoria,REITORIA,Subunidade Administrativa,Formal
04.19.00.00.0.0,Subdivisão de Residências do CCS,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
07.15.00.00.0.0,Biblioteca Setorial do CT,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
31.14.00.00.0.0,Biblioteca Fora de Sede do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.11.00.00.0.0,Coordenadoria Acadêmica do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.11.04.00.0.0,Divisão de Gestão de Laboratórios do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.11.02.01.0.0,Divisão de Projetos do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.15.00.00.0.0,Núcleo de Assistência Estudantil do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.08.02.00.0.0,Núcleo de Gestão Orçamentária do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.13.00.00.0.0,Secretaria Administrativa do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.16.00.00.0.0,Setor de Comunicação do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.08.04.00.0.0,Subdivisão de Assistência à Saúde e Qualidade de Vida do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
32.38.00.00.0.0,Biblioteca Fora de Sede/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.33.00.00.0.0,Coordenadoria Administrativa/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.34.03.00.0.0,Divisão de Apoio Pedagógico/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.39.00.00.0.0,Divisão de Projetos/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.37.00.00.0.0,Núcleo de Assistência Estudantil/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.33.01.00.0.0,Núcleo de Gestão Orçamentária/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.33.02.00.0.0,Núcleo de Infraestrutura e Patrimônio/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.35.00.00.0.0,Secretaria Administrativa/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.34.02.00.0.0,Secretaria Integrada dos Cursos de Pós-Graduação/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.34.01.00.0.0,Secretaria Unificada dos Cursos de Graduação/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.33.05.00.0.0,Secretaria Unificada dos Departamentos/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.33.03.00.0.0,Setor de Tecnologia de Informação/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.33.04.00.0.0,Subdivisão de Assistência à Saúde/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.34.04.00.0.0,Subdivisão de Gestão de Laboratórios/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
31.08.01.00.0.0,"Núcleo de Infraestrutura, Materiais e Patrimônio do Campus/CS",Campus da UFSM em Cachoeira do Sul,CS,Unidade Universitária,Formal
32.36.00.00.0.0,Divisão de Divulgação Institucional/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
05.25.00.00.0.0,Biblioteca Setorial do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
05.16.00.00.0.0,Divisão de Suporte de Sistemas Educacionais e Redes Digitais,Centro de Educação,CE,Subunidade Administrativa,Formal
05.20.00.00.0.0,Laboratório de Pesquisa e Documentação do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
31.08.03.00.0.0,Núcleo de Tecnologia da Informação do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
05.07.03.00.0.0,Secretaria Integrada de Departamentos do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
05.07.01.00.0.0,Secretaria Integrada de Graduação do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
05.07.02.00.0.0,Secretaria Integrada de Pós-Graduação do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
05.15.00.00.0.0,Setor de Apoio Pedagógico do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
05.17.00.00.0.0,Subdivisão de Avaliação Setorial do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
05.19.00.00.0.0,Subdivisão de Laboratórios e Núcleos do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
05.11.01.00.0.0,Subdivisão de Patrimônio do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
05.18.00.00.0.0,Subdivisão de Projetos do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
26.04.00.03.0.0,Coordenação da Cooperativa-Escola,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
05.07.04.00.0.0,Subdivisão de Comunicação do CE,Centro de Educação,CE,Subunidade Administrativa,Formal
01.63.00.05.0.0,Setor de Almoxarifado - IU,Reitoria,REITORIA,Subunidade Administrativa,Formal
